0.39030, 0.05477, 0.01647, 0.07845, 0.43254, 0.08613, 0.91775, 0.01563, 0.07541, 0.00083, 0.00304 
0.39046, 0.05551, 0.01603, 0.07637, 0.43411, 0.08688, 0.91697, 0.01521, 0.07335, 0.00082, 0.00302 
0.39070, 0.05625, 0.01560, 0.07435, 0.43555, 0.08762, 0.91620, 0.01480, 0.07134, 0.00080, 0.00301 
0.39103, 0.05699, 0.01518, 0.07238, 0.43686, 0.08833, 0.91546, 0.01440, 0.06939, 0.00078, 0.00299 
0.39143, 0.05774, 0.01478, 0.07047, 0.43805, 0.08903, 0.91473, 0.01402, 0.06750, 0.00077, 0.00297 
0.39190, 0.05848, 0.01440, 0.06860, 0.43911, 0.08970, 0.91401, 0.01365, 0.06566, 0.00075, 0.00295 
0.39244, 0.05922, 0.01402, 0.06679, 0.44006, 0.09036, 0.91331, 0.01329, 0.06387, 0.00073, 0.00292 
0.39305, 0.05997, 0.01366, 0.06503, 0.44089, 0.09100, 0.91263, 0.01295, 0.06213, 0.00072, 0.00290 
0.39372, 0.06072, 0.01331, 0.06331, 0.44162, 0.09162, 0.91197, 0.01261, 0.06044, 0.00070, 0.00287 
0.39446, 0.06146, 0.01297, 0.06165, 0.44224, 0.09223, 0.91132, 0.01229, 0.05881, 0.00068, 0.00284 
0.39525, 0.06221, 0.01264, 0.06003, 0.44277, 0.09281, 0.91068, 0.01198, 0.05722, 0.00067, 0.00281 
0.39609, 0.06297, 0.01232, 0.05845, 0.44319, 0.09339, 0.91006, 0.01167, 0.05567, 0.00065, 0.00278 
0.39699, 0.06372, 0.01202, 0.05692, 0.44353, 0.09394, 0.90945, 0.01138, 0.05418, 0.00063, 0.00274 
0.39794, 0.06447, 0.01172, 0.05543, 0.44377, 0.09449, 0.90886, 0.01110, 0.05272, 0.00062, 0.00271 
0.39893, 0.06523, 0.01143, 0.05399, 0.44393, 0.09501, 0.90828, 0.01083, 0.05132, 0.00060, 0.00267 
0.39997, 0.06599, 0.01115, 0.05258, 0.44401, 0.09553, 0.90772, 0.01056, 0.04995, 0.00059, 0.00264 
0.40106, 0.06675, 0.01088, 0.05122, 0.44401, 0.09603, 0.90717, 0.01030, 0.04862, 0.00057, 0.00260 
0.40218, 0.06751, 0.01062, 0.04990, 0.44393, 0.09651, 0.90663, 0.01006, 0.04734, 0.00056, 0.00256 
0.40335, 0.06827, 0.01036, 0.04861, 0.44378, 0.09699, 0.90610, 0.00982, 0.04609, 0.00055, 0.00252 
0.40455, 0.06904, 0.01011, 0.04736, 0.44356, 0.09745, 0.90559, 0.00958, 0.04488, 0.00053, 0.00248 
0.40579, 0.06981, 0.00987, 0.04615, 0.44327, 0.09790, 0.90508, 0.00936, 0.04371, 0.00052, 0.00244 
0.40706, 0.07058, 0.00964, 0.04497, 0.44292, 0.09834, 0.90459, 0.00914, 0.04257, 0.00050, 0.00240 
0.40836, 0.07135, 0.00942, 0.04383, 0.44251, 0.09876, 0.90411, 0.00893, 0.04147, 0.00049, 0.00236 
0.40969, 0.07213, 0.00920, 0.04272, 0.44203, 0.09918, 0.90365, 0.00872, 0.04040, 0.00048, 0.00232 
0.41105, 0.07291, 0.00899, 0.04164, 0.44151, 0.09958, 0.90319, 0.00852, 0.03937, 0.00047, 0.00228 
0.41244, 0.07369, 0.00878, 0.04060, 0.44092, 0.09997, 0.90274, 0.00833, 0.03836, 0.00045, 0.00224 
0.41385, 0.07447, 0.00858, 0.03958, 0.44029, 0.10036, 0.90230, 0.00814, 0.03739, 0.00044, 0.00220 
0.41529, 0.07526, 0.00839, 0.03859, 0.43961, 0.10073, 0.90188, 0.00796, 0.03644, 0.00043, 0.00215 
0.41675, 0.07605, 0.00820, 0.03764, 0.43887, 0.10110, 0.90146, 0.00778, 0.03552, 0.00042, 0.00211 
0.41823, 0.07684, 0.00802, 0.03671, 0.43810, 0.10145, 0.90105, 0.00761, 0.03463, 0.00041, 0.00207 
0.41973, 0.07763, 0.00784, 0.03580, 0.43728, 0.10180, 0.90066, 0.00744, 0.03377, 0.00040, 0.00203 
